axieId,currentPrice,breedCount,owner,basePrice,endedPrice,duration
9687605,0.01200,0,Cheetosxcz | CTG,0.01200,0.00000,0
11265445,0.01500,0,FB : Nielvin Pagayon msg for discount,0.01500,0.00000,0
