id,currentPrice,basePrice,endedPrice,duration,breedCount,speed,hp,morale,ownerProfile,birthDate,transferHistory,genes,bodyShape,owner,name
11241312,0.00620,0.00620,0.00000,0000,3,57,44,28,please accept offer,2022-02-28 09:19:24 UTC,3,0x400000000c31e2221084100a10a4290a10c41944084320841044110810240942,Normal,0xdb45540b19ed44af05f4c8a81b00cbf11b47b88a,V2 & V3 Aqua Meta
11163711,0.00667,0.00667,0.00000,0000,1,57,43,29,Magical Mystic Gnolls,2022-02-13 09:03:46 UTC,0,0x400000001e3062220845110410a4284410632906084108841041104410202904,Curly,0x0209b2f86dfcab7a13b85077e1e84bfecc7c0712,Axie #11163711
10938360,0.00667,0.00667,0.00667,0024,1,57,43,29,jeydi lang ako,2022-01-21 16:27:25 UTC,5,0x400000000718c242084410ca10a3108210631848084208021042090c102408c8,Normal,0x3cf18e0e635b6dc6ce29ddeb22e90f86472d5070,G AQUAAAAAAAAAA
11197633,0.00700,0.00700,0.00000,0000,4,57,44,28,Alpas | LFG ,2022-02-19 00:33:04 UTC,2,0x400000001e35e2211044290a10a42902106431060842110a1044110410240902,Curly,0xc97c5596f7242d817b98aa6cc0e18b732dc22541,Fuck OFF!
11055088,0.00720,0.00720,0.00000,0000,5,57,44,28,andrea,2022-01-31 20:02:15 UTC,2,0x400000000c30c2031084290410a4290a10c418c2084210841044110a10240944,Normal,0x60995907272d81d8f845777dceccdb1ffb42d7a2,God aqua
11184400,0.00730,0.00730,0.00000,0000,1,57,44,28,Jm,2022-02-16 17:38:47 UTC,1,0x400000000331e22110a4210410a4290a10a128880843208a1044110410240902,Normal,0x8f743fea4b86eb7995f8784f9a7b049076f43771,J
11212060,0.00740,0.00740,0.00000,0000,2,57,44,28,M0X15 | Ch3X,2022-02-22 00:16:53 UTC,0,0x400000000c31e2421044110410a3090a10c410ca084210841044110410240902,Normal,0xd99cfeeb2e9fc883892f09f69d3231d3eeea8164,Axie #11212060
11192112,0.00760,0.00760,0.00000,0000,2,57,44,28,Two || Sisters,2022-02-18 00:15:36 UTC,3,0x400000000c30632010a4210410a4290a10a1210c084511081044110410253102,Normal,0x66ba5ea3aad677638211f0b7a9e1bfe8f099bb13,god aqua back
11280046,0.00789,0.00789,0.00000,0000,3,57,44,28,fb.com ■ Kebinli.tv,2022-03-15 03:13:45 UTC,2,0x400000000630c03210a4110210a4290a10a4310c084028841044110410240902,Normal,0xee770510da798b7bd819883a907a71377180ecd4,Axie #11280046
11004439,0.00790,0.00790,0.00000,0000,4,57,44,28,Haya&kagura ,2022-01-26 21:59:01 UTC,3,0x400000000c18c2311045284810a4290810a2290608432104104129061023090c,Normal,0x79473febee3a6212b27229241bf070315b831498,Angry Blue
