axieId,currentPrice,breedCount,owner,basePrice,endedPrice,duration
3191393,0.00418,2,Best Boy Collectibles,0.00418,0.00000,0
8317502,0.00500,2,ESDRAX1,0.00500,0.00000,0
11470929,0.01100,0,Capony,0.01100,0.00000,0
11568743,0.02500,0,ARGENTINA,0.02500,0.00000,0
683277,0.03000,2,Please Accept my Offer. Thanks,0.10000,0.03000,864000
